,uri,title,artist,cluster
548,spotify:track:6tz2mMoLyvbpjZglG1WqYp,Bocanegra,Sonido Gallo Negro,0
549,spotify:track:2K12hKSBbRKElK00K9W65n,Ti Ein Afto Pou To Lene Agapi (Boy On a Dolphin),"Sophia Loren, Tonis Maroudas",0
550,spotify:track:44p04dlvwa2vmMvPTYV93m,La nuit des parachutes,Terrenoire,2
551,spotify:track:3x1BcCcggfqJTxVny57HW5,El Pondito,Los Gaiteros de San Jacinto,2
552,spotify:track:1oG2c7ESFQxoHlh1jqBfmM,La Marelle / Amarelinha,"Dom La Nena, Rosemary Standley, Birds on a Wire",2
553,spotify:track:1qKwMIG29vVesEiRjJ7G6i,Eyes Without a Face,Baustelle,1
554,spotify:track:2NdcFKNX740O0ZdQ7fNKuu,In The Dark,Owlle,2
555,spotify:track:4y5G47enoDj1051mDl5yX5,Yes I Do,Monika,3
556,spotify:track:1XIq6CyuR7ye5s9Th88QZI,Feel Like Me,"Cassius, Cat Power",3
557,spotify:track:04AxMDeDMdzxRwZyADElUg,Lana Del Rey Medley,"Elizabeth Grant, Justin Parker, Emilie Haynie, Daniel Law Heath, Chilly Gonzales",3
558,spotify:track:3LO6pkWEofyNIsnoFg9m4Q,Falling Hearts,Jeanne Added,3
559,spotify:track:6xCBiZLbhAFAolDGkiinUF,Daily Battles,"Thom Yorke, Flea",0
560,spotify:track:1ibHh9s8yG3qPG0LqS4PVB,Brandt Rhapsodie,"Benjamin Biolay, Jeanne Cherhal",3
561,spotify:track:5GoYCENrJXKQYwRSrNqOjC,Panchita,Los Yoryis,3
562,spotify:track:0gsH5Govmgwxa0rgaF9YbC,Never Seen Such Good Things,Devendra Banhart,0
563,spotify:track:7oFMyxHighYVebgKkyQ2G1,Sunken,Scratch Massive,2
564,spotify:track:5YxtCGHvn9oE43NM9Hh5VE,Marz,John Grant,3
565,spotify:track:2oxtQ84p1j5GmyzmD50Lq0,Rich Girl,"Gwen Stefani, Eve",0
566,spotify:track:2Ale21FofymOjkaF0SqT6N,Ville morose,Nadine Shah,3
567,spotify:track:0NCpmV4pGSFtTZLul3QUbj,Sogno l'amore,Andrea Laszlo De Simone,2
568,spotify:track:57c8Is85sPYo90OSyXemDW,L'odeur des joints,Hollydays,1
569,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,BROCKHAMPTON,2
570,spotify:track:0QX03P89kiZIdg1h2UYERo,If You Stay,Alex Hepburn,3
571,spotify:track:5bkwVxVFHfI1USA1ATF8rw,Breaking It Up,Lykke Li,0
572,spotify:track:5NwyQFaZbL6w8SaFcPFDn8,What Are You so Afraid Of,Videoclub,0
573,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,0
574,spotify:track:0V8m45hEJspCCMkAAvEOAh,Got You,Amyl and The Sniffers,2
575,spotify:track:0mEFqF30sAoUNKBgCQcsn0,I’m Good,GRiZ,3
576,spotify:track:7dH9Qnbb7pwDahy1Vb9ZQa,Yuve Yuve Yu,The HU,3
577,spotify:track:6z5Xrx58p5Bs18RIe6KXbI,"Lo Que Pasó, Pasó",Daddy Yankee,3
578,spotify:track:69Ej1xrGjOcHvIMtMKxK0G,Dile,Don Omar,3
579,spotify:track:5XcDorvZjj05UPeU4NY3nu,Old Graffiti,Bibio,2
580,spotify:track:25NPecq7UvFOPZBuj49hTJ,"What's New, Scooby-Doo?",Octopus Montage,1
581,spotify:track:07J5gvVBcXUPcsa9KVYwHu,Old Downtown,Camp Claude,3
582,spotify:track:22WV03i2lBbwNVCE1g671p,151 Rum,JID,2
583,spotify:track:5WBqDw0s3E4O0WPEZMXOhH,Scooby Doo - Quoi D'neuf?,ASTERO-H,3
584,spotify:track:5rAff9XfcWx7rguN3t0fkW,"New York, I Love You but You're Bringing Me Down",LCD Soundsystem,3
585,spotify:track:127dZoLOYo7zA2bXXs8hav,The Winner Is - from Little Miss Sunshine,DeVotchKa,0
586,spotify:track:5nYUxfF9UNIoNpdFMy59zH,Le mal de vivre,Barbara,1
587,spotify:track:1NYQgYFahmqNwrGHv5R4PM,Glass,Hania Rani,3
588,spotify:track:1c8TlqlJnaTDsU8wIUNsbj,Ocean,Kid Wise,1
589,spotify:track:30qvv7SYoUEmoUihXrN4tE,Kozmic Blues,Janis Joplin,3
590,spotify:track:3vzDmHyt3FAhgorp26PRuM,Avant La Haine,"Alex Beaupain, Camélia Jordana",2
591,spotify:track:45dKmyXd3icRGH0s0LGESv,The Sinner,Isaac Delusion,2
592,spotify:track:2Ru7OHSFlqfkqNjdAtDRla,Killer Queen,FIL BO RIVA,0
593,spotify:track:12HVTU2T0AJgABdFt4dLjK,Le mot juste (le beau geste) [avec Camélia Jordana],"Bertrand Belin, Camélia Jordana",2
594,spotify:track:5GMtOawrbrSqPe9a9hNCHR,Initials BB,Bulgarian Symphony Orchestra,0
595,spotify:track:1g3XJKmd9JwCNc3LK0y62k,Lines,Charlie Cunningham,0
596,spotify:track:5gTjuIZf4C3IcIu075qG82,"Carmen, WD 31 / Act 1: Georges BIZET : Carmen « L’amour est un oiseau rebelle » (Habanera)","Georges Bizet, Teresa Berganza, Ambrosian Singers, London Symphony Orchestra, Claudio Abbado",0
597,spotify:track:0J5cJXCqptEd74mqEMfrdE,Oblivion (feat. Sia),"Labrinth, Sia",0
598,spotify:track:2YIHCrgmSWKKgQiP5w0yCL,Twisted Olive Branch,Asaf Avidan,2
599,spotify:track:51zkWM4IJ8N3FFkno3sT69,"You're the One - From ""J'ai perdu mon corps""",S+C+A+R+R,2
600,spotify:track:52bmQc4wdC38SbmP6polgo,I May Have Lied to You,Sizarr,2
601,spotify:track:34UANp5qxDg6YcgrlDeILZ,Dilemme,Lous and The Yakuza,2
602,spotify:track:2QpUWi6VSNOt2WyH5FIeLD,Pookie,Aya Nakamura,0
603,spotify:track:639Tb5Jo1RF0jPkfKZxkzJ,Mon désir,Octavio Mai,2
604,spotify:track:5dPEN5o9yJSG7sa4J6qvc6,Fly Me To The Moon (In Other Words),Bobby Womack,2
605,spotify:track:4bldw7te0ETMwhn6HbPxDk,In My Dreams,ANOHNI,0
606,spotify:track:10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",1
607,spotify:track:1rOlTL4pKQ9Y1fURua4AJR,My Body Is a Cage,Arcade Fire,3
608,spotify:track:18wCJcoFmXZ0jfrFhF6cYS,Mount Everest,Labrinth,0
609,spotify:track:4otkGEyV72X9B5NLK6Dfyk,Party Girl,Michelle Gurevich,3
610,spotify:track:5AKnUqag3WeX8KFo0L5HzJ,Diggy Diggy Hole,The Yogscast,0
611,spotify:track:2aU9sZ62uBBJ64QEn95ybD,Crystalline - Omar Souleyman Version,"Björk, Omar Souleyman Group",2
612,spotify:track:1C9swzGuiab9LlcVX1Mqku,The Grebe's Race On Water,Philip Glass,0
613,spotify:track:7lHyP7xQh90G6oX1OUlxdV,24.000 baci,Adriano Celentano,2
614,spotify:track:7wmwAAaBtjlqTe6bNqCDnk,Brutal Hearts - FlicFlac Radio Edit,Bedouin Soundclash,1
615,spotify:track:1Tog7z9obwbdD2iBj1Ik0i,Carol Of The Bells,the bird and the bee,2
616,spotify:track:2iTugZ4SlHydYkLTiTUzBR,Chanson pour Pierrot,Renaud,1
617,spotify:track:5tDmfhBI55upBunEsYoffI,Can You Blame the Sky?,Alela Diane,0
618,spotify:track:4DdNjhRKKFWa4isuSf1saz,Écoutez-moi les gavroches,Renaud,3
619,spotify:track:6q6YQs997RiwkLk0RnqM4G,Chanson pour Patrick Dewaere,Raphaël,0
620,spotify:track:4hGXwJZJASH1U7JGKnhJEg,First Snow,Emancipator,2
621,spotify:track:5WRaBWGLjj1idkBT8bNifx,Infinite Reflection,Kaleidoscope Jukebox,0
622,spotify:track:4dVbhS6OiYvFikshyaQaCN,My Hero,Foo Fighters,2
623,spotify:track:6y468DyY1V67RBNCwzrMrC,L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,3
624,spotify:track:18HNGxDOcshRU2Hdu8tMOM,POPOPOP,Gambi,3
625,spotify:track:2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,0
626,spotify:track:7famHRrg29tiGNnTL8fMja,four ethers,serpentwithfeet,3
627,spotify:track:4L7jMAP8UcIe309yQmkdcO,Lost,Frank Ocean,0
628,spotify:track:1EEm8G2N213mjTDmUYv9hK,Dancing For The Answers,Nick Mulvey,3
629,spotify:track:2DLfiDGID5hImlSz17wcDW,That Look You Give That Guy,Eels,3
630,spotify:track:3CTcTRguhJAsJwhXNUVVKD,Melocoton,Colette Magny,3
631,spotify:track:0ZraTmJ31VKNQGtlnfL3Hx,Hunter,Deep Throat Choir,2
632,spotify:track:1lqIkknUGp0TofqKUhxT4W,It Takes a Lot to Know a Man,Damien Rice,1
633,spotify:track:2bahH18wWfRwc073dKyfkT,"Les Indes galantes, RCT 44, Nouvelle entrée, Les sauvages, Scène VI: Rondeau - Duo et choeur ""Forêts paisibles""","Jean-Philippe Rameau, Teodor Currentzis",3
634,spotify:track:2MZSXhq4XDJWu6coGoXX1V,Avril 14th,Aphex Twin,2
635,spotify:track:453spNn4mGdYErYt3rGhSX,Kettering,The Antlers,2
636,spotify:track:297kL99O1dAFpm3UmtYsfm,Truth,Alex Ebert,1
637,spotify:track:2ykBwOYzjSsGd9qSGXZJZU,All These Things I Used to Have,Yakamoto Kotzuga,2
638,spotify:track:32CSEm9SUNVtAEwJfdhgI5,Young Again,Kasper Bjørke,3
639,spotify:track:3XlDJDs3udH7l0H7bwk0WY,Love Songs For Robots,Patrick Watson,3
640,spotify:track:5IwiZFGqfB1Mxw4a7svjw7,Dreams - Recorded at Spotify Studios NYC,Japanese Breakfast,2
641,spotify:track:0ZhCC40jYTJMlt3m5EFJr6,A New Error,"Gernot Bronsert, Sascha Ring, Sebastian Szary, Kai Schumacher",1
642,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,3
643,spotify:track:7MUazB4rGIqFFIkjT95rCO,Baianá,Bakermat,2
644,spotify:track:0nLMjIuOsMjEq4IKuJ2twa,I Am a Victim of This Song,"Pipilotti Rist, Anders Guggisberg",3
645,spotify:track:6mhpUaJuVjfvKQ9IDkiXB8,Birds Are Away,S.F.T,0
646,spotify:track:4JvXFWVNcU8WJebrKTeqty,"Theme (From ""Eternal Sunshine of the Spotless Mind"")",London Music Works,0
647,spotify:track:1aWv9DUKWkRD8k54O3uhc8,I Know You Care,Ellie Goulding,1
648,spotify:track:3Gda1sTo2ZjbztjjsnAsP3,Slip Away,Perfume Genius,2
649,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,Girls & Boys,Blur,0
650,spotify:track:4XZwpHpscrMkbpQPqjnwRJ,King Of My Castle - Roy Malone's King Mix,"Wamdue Project, Roy Malone",3
651,spotify:track:407ltk0BtcZI8kgu0HH4Yj,Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,1
652,spotify:track:6usUr9SeWHEWSSMaxBwBUt,Remember Roses,Lola Marsh,2
653,spotify:track:5n0zsZHAP1lUwc9cGuwxhr,Somebody To Love,Valerie June,0
654,spotify:track:3OAMD82D1pc8BIT9wpfcIc,Rose,Anne Sylvestre,3
655,spotify:track:3PZ0RoABbjIZhqvfFizOqa,Edges Of Illusion,John Surman,1
656,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,To Be Alone With You,Sufjan Stevens,1
657,spotify:track:2gtlOqflrGnGEXCLrUzSjC,Lemonade,CocoRosie,0
658,spotify:track:4xjbqAESp0RRBpnHlGebjR,If Only,Gin Wigmore,2
659,spotify:track:5YztJeRgdKu1Ndp6GRyBdv,Stay (just a little bit more),The Dø,3
660,spotify:track:6nX4R2UiVrg6XZphd3QjaI,What's A Girl To Do?,Bat For Lashes,3
661,spotify:track:26pD7Anel4rLMIPYvSoXKk,CandyLand,CocoRosie,2
662,spotify:track:1BKl6JHciO3gjIjTzsG7hF,Peut-être a-t-il rêvé?,Raphaël,0
663,spotify:track:6REf066xmdQ7Elm1LGzB4D,Church,"Saint Michel, closegood",0
664,spotify:track:64cR8bRHatXuVJNd2Lg6TX,Surrender,Ólöf Arnalds,3
665,spotify:track:53kgaMYtWvX92WbU50z0k6,Peaks,"Fyfe, Iskra Strings",3
666,spotify:track:5Va9NmPXCqhxoTBKDbnoar,If You Only,Anna Leone,1
667,spotify:track:4dzp8GRpioWBDVABY2JI42,Petals,Bibio,1
668,spotify:track:0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,2
669,spotify:track:5urJXg073FQhGTYsmOc4dB,Tongue Tied,Grouplove,0
670,spotify:track:4dnC4CojiXNTipgNzrxmbw,Melody Noir,Patrick Watson,2
671,spotify:track:7pdGcSqnLRkqgzskREHksY,Succès fou,"Christophe, Nusky & Vaati",0
672,spotify:track:1VyL8fxhRK75dUDWnM2Sqf,Love,Nasser,2
673,spotify:track:3Hv3jFa44MeGvd88EkOKBu,Caramelo,"Uzielito Mix, B&b, Michael G, Dj Esli",3
674,spotify:track:2cX3Om7xlCQxKRYo1ofvOM,Le Encanta,Alu Mix,3
675,spotify:track:0EL1FTpKqZgA1jNWl04CCi,Me Provocas,Fumaratto,0
676,spotify:track:6FmwfLbteUqHfcz10Ab9yY,Dr. Psiquiatra,Gloria Trevi,3
677,spotify:track:6ZUBqOrjrdmkP4eLQLBeaq,Miami Vibe,"Adriel Favela, Código FN",1
678,spotify:track:4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",2
679,spotify:track:5M6bJO7Cfl4lnPoAHG0EdD,Amor a Primera Vista,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",3
680,spotify:track:4Clmg1g8n2yBYG13Z1oSdG,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",3
681,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,3
682,spotify:track:1KbuhBnzMHp4eq1q6flhWd,Ain't No Mountain High Enough,Diana Ross,0
683,spotify:track:3NDTh0ZPIG2zY2VUJ8jG3L,Mmm Mmm Mmm Mmm,Crash Test Dummies,3
684,spotify:track:1kQjyyI3xZixtByFizxlXE,Ndokulandela,Bongeziwe Mabandla,3
685,spotify:track:1sH0BilBR8geHAG1nQgvPs,Nothing Matters When We're Dancing,The Magnetic Fields,0
686,spotify:track:18gX0r27pdgG9yTv2oqY6X,So Far,HaBanot Nechama,2
687,spotify:track:67eboBDWjYJAc2nJyPDO5o,Je brûle,Baptiste W. Hamon,3
688,spotify:track:2cEkHtCllQpjDPNZHhCCXE,Armenia Quindío,Joan Thiele,3
689,spotify:track:7e4FUbyVbTcNUiGJszVhBt,Dakota,Robert Francis,1
690,spotify:track:1GeW6OMdKNjkjkWdJGT4M2,Nothing Really Ends,dEUS,3
691,spotify:track:1FvKUoIFDdPekYpHujR4OH,Le Slow,Granville,3
692,spotify:track:7oDBDM0S3KTUGsMrhiVzJM,Italia 90,Kid Francescoli,2
693,spotify:track:66s3YLNYCHWcUeir1zRxhl,Palm Trees,Baxter Dury,1
694,spotify:track:5juBKIr7vbfAUgFpa34DuO,Habibi,Tamino,1
695,spotify:track:6GJ8rzY3609SaKchXvVQJf,Us Again,Sage,0
696,spotify:track:5wHXoJvCxIj8Fb3okJvwUQ,Le ragazze fanno grandi sogni,"Solis Quartet, Edoardo Bennato",0
697,spotify:track:61VptdUUGBeSFPGnJD5z8p,Una storia importante,Eros Ramazzotti,3
698,spotify:track:4QxYNlnrRpAOVGqPEdd7iA,Tu,Umberto Tozzi,2
699,spotify:track:6pYUS26kY5cl4APDMcdCsW,Il Volo - Remastered 2007,Zucchero,3
700,spotify:track:64MgoldMurtnYHbrpJDB72,Azzurro,Adriano Celentano,2
701,spotify:track:7sXTcibuNYugjjYNfgf2kY,Felicità,Al Bano And Romina Power,0
702,spotify:track:2dXAmfTnWAzuBakuyMNoMu,Curls,Bibio,3
703,spotify:track:54rf1YaweC3nGqHr6a4osg,Moi J'ai Confiance,Philémon Cimon,0
704,spotify:track:6IL0GVfdhvBnZciGxjgvIe,Falling From Grace,The Gentle Waves,3
705,spotify:track:5wHYpifJwXxjVJPckMfvdg,Two Trees,Edgär,3
706,spotify:track:69AoGCrqDo2Ycj3Wm27NxM,Sweet Talker,Jessie J,2
707,spotify:track:3RolrmlZyLnZOkuXKe2wcE,Jeter un sort,"Alex Nevsky, Cœur De Pirate",2
708,spotify:track:27jvgohavsXxZUy88a2V0S,Chienne de vie,Zoufris Maracas,2
709,spotify:track:2eSPdYnFuA9xobTMCbygXO,Summer Maddness S.A.,Karriem Riggins,0
710,spotify:track:4dHZiTT7iTyDI9dyAbu7rh,Sweet Babylon,Asaf Avidan,3
711,spotify:track:6pMFZA1L77uNUDd1MGNFBU,Come to the Fore,Fellini Félin,0
712,spotify:track:7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,2
713,spotify:track:0lnfcWRREvnGtXPP2ZDeq7,Que Sera,Wax Tailor,2
714,spotify:track:2o2KHNSVo9VNwMTZkKqHMb,Peace of What,"RJD2, Jordan Brown",1
715,spotify:track:4O0WSMAJAcPycBE7B6Gqe3,Close My Eyes,"Erik Nagel, Victor Nebot",3
716,spotify:track:5hwrRyteYSTjr1NO47EY8w,Manfred,Part Company,1
717,spotify:track:2qwaRVGyn7zdIFPbhKXmEm,Captain Of None,Colleen,0
718,spotify:track:4kw5zxJqMwom9vS66wsOP0,La fille aux cheveux de soie,Frànçois & The Atlas Mountains,3
719,spotify:track:7fThISjo6Eowu1ymWy7NxL,Home,Austra,1
720,spotify:track:6roSI9jonCiMhPeLZuEn4O,Never Forget You - US Album Version,Noisettes,2
721,spotify:track:5h0Jgt873QtgL6nJRBGfT6,That's Life (feat. Mac Miller & Sia),"Mac Miller, Sia, 88-Keys",0
722,spotify:track:0rlfGg5Ym6J9AA97ah7voH,Suspirium,Thom Yorke,2
723,spotify:track:2CeCHy3h8yr8mybtgxQgzB,086,Pajaro Sunrise,0
724,spotify:track:69r6NNV09VANZZJjPzDEAn,Technicolor Yawn,The Dumplings,0
725,spotify:track:17wlfpe00lYXyroKSOKzVg,Don't Call,Desire,2
726,spotify:track:4gWUdUn0h51FbeA9SfICYE,Somehow,Toun-e,0
727,spotify:track:3aY3gBVJ9rc104V1nRHiPa,Lose It,Austra,3
728,spotify:track:0guzngk1qWk5sgdYbThEGI,Death and All His Friends,Coldplay,0
729,spotify:track:1NcXkWB3UwXfMt8izByICb,Big God,Florence + The Machine,2
730,spotify:track:3VFj5odD26z1u2eV6Vwxa6,River,Ibeyi,2
731,spotify:track:136D8hySvs59kAXsTWRrPT,I'm Waiting Here,"David Lynch, Lykke Li",2
732,spotify:track:5VWWR3bMPNGtnCNEaCRWPw,"Capriccio for 2 Violins Op. 8 No. 14, ""Per sonare il violino con tre corde a modo di lira""","Biagio Marini, Repicco",0
733,spotify:track:1LzNfuep1bnAUR9skqdHCK,Fade Into You,Mazzy Star,3
734,spotify:track:6VmBgpdYXbCXQ4eNA6KKDt,Sabali,Amadou & Mariam,2
735,spotify:track:6CCgjmiQfUmpz4FRpUnrU7,Asleep on the Train,Tom Rosenthal,2
736,spotify:track:32GxSibwrYAGW4ZZ45CGHA,La Forza,Elina Nechayeva,2
737,spotify:track:7jMIBkDyUOLm57QvKpac0U,Glockenspiel Song,D.I.D,0
738,spotify:track:6Ghd3CbFigfo84MHAFrQfT,GOMF,"DVBBS, BRIDGE",0
739,spotify:track:0IcSLT53eE07Jmok64Ppo3,Space Song,Beach House,0
740,spotify:track:7rbCL7W893Zonbfnevku5s,I Need My Girl,The National,2
741,spotify:track:5uZLsGY9fknBd5Rxr7AIss,Shut Up Kiss Me,Angel Olsen,2
742,spotify:track:1JBqLoGfH1LnGTE0wzAatU,Hatrið mun sigra,Hatari,2
743,spotify:track:4m5FlWpaOri9OrDUj1EoTg,Zero Gravity,Kate Miller-Heidke,2
744,spotify:track:2dxky69jKzbtUfA3Hl8Nuo,Soldi,Mahmood,3
745,spotify:track:4jNQkWhuzqrbqQuqanFFJ6,Where Is My Mind,Maxence Cyrin,1
746,spotify:track:01qIefOW1UdSDS1mHoSZ3x,Slacks,St. South,1
747,spotify:track:1frLfdzAN9vP7iryVFkchw,"Hey, That's No Way To Say Goodbye",Feist,1
748,spotify:track:1Avnd5xLg7HmaNofmYk7RQ,Withorwithout,Parcels,1
749,spotify:track:2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,2
750,spotify:track:0NeJjNlprGfZpeX2LQuN6c,River,Leon Bridges,3
751,spotify:track:2Yw2IZdMHoREKVADi92Hka,Safe,Petit Biscuit,0
752,spotify:track:2waH47ZaqIWDk976W9Lqf8,Suffer,"Petit Biscuit, Skott",3
753,spotify:track:71qEh0jkx6aD7XGb7HaAF5,Rubber Ball,Cage The Elephant,0
754,spotify:track:5hC0zQNulh7R4R8pM6gCJ9,Viszlát nyár (Eurovision Song Contest 2018),AWS,0
755,spotify:track:30BuDMpDLpiMvAWy9ShNKL,"Continuum, Piano Concerto No. 1, IV",Jeroen van Veen,1
756,spotify:track:2fwkl5Z8ujDtAh6qxEA5x0,Lil Bebe (feat. Lil Baby) - Remix,"DaniLeigh, Lil Baby",2
757,spotify:track:3wfujdbamR3Z46F4xav7LM,Drive,The Cars,0
758,spotify:track:2WRFD9WczJ975X2K1Y9YVs,Heads Will Roll,Yeah Yeah Yeahs,2
759,spotify:track:6U1ZRIj9zOMD9ZBV4PpNzZ,Pulaski at Night,Andrew Bird,3
760,spotify:track:3gVuz4Bhvxb2J0iGSH8bCZ,Love is All,The Tallest Man On Earth,0
761,spotify:track:0331CPjueco4BlAbhA2ghs,A Lion's Heart,The Tallest Man On Earth,2
762,spotify:track:1DeuZgn99eUC1hreXTWBvY,Ungirthed,Purity Ring,3
763,spotify:track:1RUTIdTnFs8lHSc0Zr4UJB,Up Up & Away,Kid Cudi,2
764,spotify:track:5D7QTOjUj1xtOKlGHFc6XT,Aux étoiles,Colours in the Street,2
765,spotify:track:3sI748R5xMEtkU4HFRJh7C,How I Needed You,Puggy,2
766,spotify:track:3ZPpFEandljtmTnz8D4trH,And I Am Telling You I'm Not Going - Original Broadway Cast/1982,Jennifer Holliday,2
767,spotify:track:6N4VxljupIGaXMwozUfnDH,Nausicaä of the Valley of the Winds - Nausicaä Symphonic Poem: Second Movement,Joe Hisaishi,2
768,spotify:track:22v9ZVkWWAYjderL7ZWuuH,Mountains,Message To Bears,2
769,spotify:track:78sjOk4yDMFShsoFzy3ctJ,Remember,"Seinabo Sey, Jacob Banks",0
770,spotify:track:5Yb82JrDj09gQHQtjWgYYo,Pink in the Night,Mitski,0
771,spotify:track:0bxoiLuzBhL2B3ODrAU6cp,Voices,"20syl, Rita J",0
772,spotify:track:42rNUQpOZa7uM4ya4aqYr2,Twin Shadow,Canine,2
773,spotify:track:1vP9T20M1JAuurEjYu80Bt,Erreur 404,L'Impératrice,2
774,spotify:track:260V7huyJrXnyYe0dFv2Fa,Canopée,Polo & Pan,3
775,spotify:track:4g59OArEyrDmlTgbciGYNy,Sun,Talisco,0
776,spotify:track:0SejtgK1nSX3pD1gLErlfZ,Hiéroglyphes,Pépite,1
777,spotify:track:4dVcaqqxV7alre6c1vRoik,L'escalier,The Pirouettes,2
778,spotify:track:6S7ZdwmVM5mG1rJdtYVUaj,Für die Sterne,Dota Kehr,0
779,spotify:track:0G7vexduCvboPyIGjJXQIC,Wenn du tanzt,Von Wegen Lisbeth,1
780,spotify:track:7p9dd71JR2ucoAuO1Sy0VZ,When You're Gone,"Bryan Adams, Melanie C",1
781,spotify:track:5IVCuswUfdYjl2eQ2FHqUd,Hard Knock Life (Ghetto Anthem),JAY-Z,1
782,spotify:track:62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,Paloma Faith,0
783,spotify:track:5dXI2NV7X2c4anyLFbQdEX,Honesty,Pink Sweat$,2
784,spotify:track:0t3BGP2os4LjXL9TVQn6O0,Now That You're Gone,The Raconteurs,0
785,spotify:track:5IR3jlX5BWsDabqWPsL50V,Déjà vu,SOAK,0
786,spotify:track:6aH3QgooXRmx8k8jzrSm3V,A l'Ammoniaque,PNL,3
787,spotify:track:06dymWFoulnJ0Oo1iRjek9,First Aid Blanket,Las Aves,3
788,spotify:track:6fLCwu8qamknMIXjrtKaup,Die in Shanghai,Las Aves,3
789,spotify:track:1evi0s1rOH5ZFJkrCWbStm,N.E.M.,Las Aves,0
790,spotify:track:5MSrVX1WHlxUQQrntH5lgP,Perfect Mess,Las Aves,2
791,spotify:track:5DD13EL9JpcxYLcCKcl1Ut,"Perfect Mess, Pt. II",Las Aves,2
792,spotify:track:7gWgWcO8WLuytgTDHG0d2N,Blue,Las Aves,0
793,spotify:track:7DjXDfpV1ijhXk7357th6j,Gasoline,Las Aves,1
794,spotify:track:0SKKxOtKR8la4sTHtkAzfZ,I Dreamed (feat. Olivia of The Dø),"Las Aves, Olivia of The Dø",2
795,spotify:track:0zGQ0FAGQC6O8GFJzJwvof,Il neige,Voyou,0
796,spotify:track:0Zsbk1fxIW0VzV1m2E6Vjz,Faire front à la mort,Noé Talbot,2
797,spotify:track:4g8KmFbRrgjXMAh4fT9EhG,Cities of Gold (générique américain),Le Groupe Apollo,0
798,spotify:track:6tg78GaKpUvzl35v1c6y1i,Les Mystérieuses Cités D'Or [Générique Les Mystérieuses Cités D'or],Jacques Cardona,2
799,spotify:track:1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,2
800,spotify:track:11rsK9GDZ9UdWsxtDqnMmN,¿Porqué te vas?,Jeanette,0
801,spotify:track:0HoKfFgT9BeJGFk9vTgHzs,Shadow,Chromatics,2
802,spotify:track:0nFiXjQUmqZJnskf6nKi70,I Love You,RIOPY,3
803,spotify:track:2iWfZFAF8BCi0CY4NyuP8D,Gamma Ray,Beck,2
804,spotify:track:0cCVuMePpq4i0K9CPbv9uk,Aire,"Euseng Seto, Flica",2
805,spotify:track:1G50YqIcXQqXOSUYszZU67,Where Time Goes,Takahiro Kido,2
806,spotify:track:5i5bOU1fcbGkUKSQ87aNM7,Disintegration Anxiety,Explosions In The Sky,0
807,spotify:track:7968VDFBMO9lB9s8zvHscl,Superchérie,-M-,3
808,spotify:track:2wsXmtsA08Pe3xZlGNkLgd,Gam Gam,"Marnik, SMACK",0
809,spotify:track:33g6xcBaQZNKWG56K7XwwU,Éviter les naufrages,Pépite,1
810,spotify:track:1cinSNWNJeGVxMgUSNCHRT,Seul sur ton tandem,Voyou,0
811,spotify:track:0rDrNb4MEEHTiRbxGx6eFr,Last Dance,Scratch Massive,2
812,spotify:track:1MQO0Ui3u0IIgAmRwsjsf0,Un Jour Comme Un Autre,Degiheugi,3
813,spotify:track:7EkYBFYr47DwVy9WFkJiMM,Le sommeil,Barbara,2
814,spotify:track:6oRbm1KOqskLTFc1rvGi5F,Roads,Portishead,2
815,spotify:track:1VsuSOEVhuCaybeb1rFeCM,The Magic Key,One-T,0
816,spotify:track:7F1gf1fmwY8ajGWAuTIhI3,Blizzard,LITE,3
817,spotify:track:4kcO9dj7BR7wl5AN4193Cm,Home Alone,beabadoobee,2
818,spotify:track:2MZpnGSXiJamWiwsXpBLHW,I Can Hardly Make You Mine,Cults,2
819,spotify:track:78IOa4E1H4SCGTXEESQuQf,Sunshine,Seneca B,2
820,spotify:track:7KubeWC5zOcYOLTYxCtnYE,In My Arms (feat. Jamie N Commons),"Grizfolk, Jamie N Commons",3
821,spotify:track:3VOrtLsn6VBoqfcB8BqIU0,Graveyard Whistling,Nothing But Thieves,3
822,spotify:track:6PXu50lffKz0RckbgmCHwh,Alabina,Ishtar,3
